file,corpus,in_dt_nn,dt_nn_in,nn_in_dt,dt_jj_nn,in_dt_jj,jj_nn_in,nn_in_nn,nns_in_dt,vbn_in_dt,in_jj_nns,nn_in_jj,in_dt_nns,in_jj_nn,jj_nns_in,dt_nn_nn,in_nn_in,nn_in_nns,dt_nn_vbz,nns_in_nn,dt_nns_in,to_vb_dt,vb_dt_nn,nn_cc_nn,dt_jj_nns,md_vb_vbn,nn_nn_in,in_nns_in,vbz_dt_nn,jj_in_dt,nn_md_vb,vb_vbn_in,nns_in_jj,prp_md_vb,jj_nn_nn,nn_to_vb,rb_in_dt,nn_in_nnp,md_rb_vb,in_nn_cc,nn_in_prp,nn_vbz_vbn,to_vb_in,jj_nn_vbz,in_nn_nn,jj_to_vb,in_dt_nnp,cc_dt_nn,in_prp_nn,jj_jj_nn,dt_nn_cc,prp_vbp_rb,prp_vbp_prp,vbp_rb_vb,prp_vbp_vbn,prp_vbz_rb,prp_md_rb,in_prp_vbp,prp_vbd_rb,prp_vbd_prp,uh_prp_vbp,rb_vb_prp,rb_prp_vbp,prp_vbp_vbg,prp_vbp_dt,to_vb_prp,vbg_to_vb,cc_prp_vbp,dt_nn_rb,md_vb_prp,prp_vbd_dt,prp_vbp_in,dt_nn_prp,cc_prp_vbd,nn_prp_vbp,vbd_dt_nn,vb_in_dt,vb_in_prp,vbp_prp_vb,prp_vbz_dt,md_vb_dt,rb_vb_dt,prp_vbd_in,in_prp_vbd,prp_vbd_vbn,vbd_in_dt,dt_nn_vbd,vbd_in_prp,vbd_to_vb,rb_in_prp,vbd_dt_jj,in_nnp_nnp,vbd_prp_nn,vbd_rb_in,nnp_vbd_rb,vbd_vbn_in,prp_nn_in,prp_jj_nn,in_prp_nns,vbg_in_dt,nn_prp_vbd,vb_dt_jj,vbp_to_vb,vbz_rb_jj,vbp_dt_nn,prp_vbz_jj,vbp_in_prp,nn_vbz_rb,nn_vbz_jj,vbz_jj_in,prp_vbp_to,rb_jj_in,nnp_nnp_nnp,dt_nnp_nnp,nnp_nnp_vbd,nnp_in_nnp,nnp_cc_nnp,nnp_nnp_in,nn_in_cd,nns_in_nnp,nn_nnp_nnp,nnp_pos_nn
hoc_DR,hoc,108,84,65,81,34,46,31,19,15,8,14,21,13,16,22,18,6,12,7,12,19,26,6,7,16,11,3,17,14,17,8,2,27,9,15,8,7,23,8,36,6,15,10,8,10,12,8,26,6,7,9,9,7,7,13,15,11,7,2,0,11,5,1,13,8,5,4,8,7,7,4,8,4,3,9,14,9,2,10,10,8,7,8,1,10,9,1,3,4,6,23,1,0,4,2,7,15,2,9,2,11,2,5,6,6,2,8,6,8,1,5,4,10,8,2,1,5,0,5,3,8
hoc_DS,hoc,50,22,20,23,21,11,9,8,5,13,4,15,2,8,9,8,9,9,5,4,5,8,2,3,2,5,5,6,6,1,2,3,12,5,3,8,0,8,2,11,2,13,3,4,6,3,1,12,2,3,19,2,11,11,7,5,16,0,0,0,4,8,3,7,4,1,7,4,2,2,8,2,0,3,1,7,8,1,2,3,2,2,3,0,2,1,0,0,5,3,0,0,0,0,1,1,2,5,8,0,1,15,6,4,2,2,3,1,0,5,4,0,0,0,0,0,0,3,0,0,1
hoc_DT,hoc,22,20,16,21,9,11,14,3,4,5,7,11,6,2,5,10,3,3,5,6,5,3,2,5,2,0,0,3,6,5,2,0,5,2,4,6,4,6,2,7,0,2,5,3,3,11,2,3,0,1,10,0,1,4,2,3,11,1,0,2,0,5,1,3,4,4,4,1,0,1,7,2,0,1,4,3,2,1,2,4,1,0,2,1,2,1,0,2,3,0,3,1,0,0,1,2,2,3,2,0,1,3,1,4,0,1,7,0,1,2,3,2,3,1,1,3,2,0,4,0,0
hoc_DU,hoc,14,14,12,17,11,12,7,3,1,3,3,4,4,2,1,5,2,1,1,2,5,6,1,2,0,1,1,3,1,3,0,1,3,2,3,1,5,2,1,4,0,2,2,0,0,5,0,5,2,2,2,1,1,1,1,2,2,0,2,0,0,2,0,0,2,0,0,0,1,3,0,1,1,1,1,3,1,0,1,3,3,1,3,0,0,0,1,0,0,3,4,0,0,0,1,1,0,1,4,0,2,3,1,1,0,1,1,0,1,2,1,0,3,2,1,2,1,1,4,0,1
hoc_DV,hoc,134,125,99,107,63,40,51,41,30,29,31,42,24,29,13,21,7,23,13,27,41,47,21,31,23,10,10,19,16,40,14,9,41,6,36,16,33,47,9,26,10,33,14,4,19,55,6,30,6,14,35,7,13,12,11,22,24,5,4,0,7,6,7,20,13,16,11,4,11,2,20,2,1,5,8,29,14,1,2,23,18,2,6,2,3,2,2,6,9,1,29,2,2,4,5,18,10,8,6,1,25,13,7,22,11,3,16,4,7,11,11,9,9,6,3,14,4,1,21,0,4
hoc_DW,hoc,99,93,73,86,43,34,37,20,22,17,14,40,14,13,9,22,5,23,5,15,22,42,14,9,26,5,6,24,26,20,18,1,41,7,35,12,23,38,7,26,7,19,12,4,18,41,7,11,7,8,23,9,12,9,12,19,15,2,0,1,4,2,0,13,19,6,7,6,7,4,11,3,0,2,5,16,10,0,9,17,17,3,15,4,7,2,0,2,9,3,36,2,0,1,7,9,3,3,1,0,14,8,15,8,13,7,12,8,16,3,15,16,8,9,0,20,6,1,7,3,8
hoc_DX,hoc,41,32,18,21,17,5,12,8,0,8,5,6,4,11,15,5,6,4,0,1,11,14,4,1,1,6,2,5,4,2,0,3,10,5,7,9,1,7,2,14,1,5,3,1,2,2,0,9,3,4,15,7,9,4,1,4,14,1,0,0,1,1,5,12,6,5,5,6,3,3,6,3,0,4,5,5,2,0,1,3,6,3,6,1,1,1,1,1,5,0,2,2,1,0,0,1,2,2,5,2,2,9,2,12,2,2,1,5,2,7,1,0,0,0,0,0,1,0,1,0,1
hoc_DY,hoc,131,106,100,112,71,47,35,44,24,26,24,25,20,22,18,12,13,23,13,36,54,54,30,12,12,18,11,20,21,23,11,5,46,34,32,23,23,42,15,25,18,20,17,5,19,55,9,17,15,14,25,13,13,14,25,24,19,6,1,0,11,2,5,8,16,17,7,9,13,3,11,2,1,5,3,17,9,1,15,21,19,5,8,5,2,3,5,5,8,2,21,1,2,5,2,4,20,13,17,3,22,16,18,8,7,5,18,13,9,8,17,10,21,3,5,15,6,3,18,2,15
hoc_DZ,hoc,102,94,69,99,52,40,44,32,26,18,17,34,23,16,17,13,11,21,15,28,51,36,14,26,26,6,7,29,15,17,19,12,45,4,33,20,22,51,10,21,7,30,13,1,11,42,6,15,7,9,28,8,25,10,12,18,24,5,2,0,16,2,3,11,15,12,5,6,11,3,10,5,0,6,1,28,11,5,6,21,13,0,2,2,1,5,1,2,7,3,20,0,1,4,3,7,8,11,8,2,27,12,12,11,8,0,12,10,5,4,12,9,14,4,5,5,3,3,10,1,5
hoc_EA,hoc,104,77,44,58,35,30,32,20,20,15,10,34,8,13,19,16,11,12,11,21,23,27,6,11,6,14,12,8,10,5,7,4,22,5,26,21,27,35,9,29,8,41,7,11,20,25,5,25,5,4,36,7,7,23,3,26,22,11,3,1,3,2,15,14,22,13,15,13,6,13,12,8,5,1,9,17,8,0,3,7,13,12,15,10,9,7,7,8,9,5,22,2,4,0,5,18,11,7,16,8,10,19,5,11,2,7,12,2,1,9,10,3,4,1,29,9,11,3,9,0,1
hoc_EB,hoc,31,25,21,36,12,15,13,4,4,4,3,7,2,4,7,2,1,4,1,6,3,4,7,4,3,1,0,7,4,2,0,0,5,5,3,4,6,6,2,8,0,6,3,0,2,7,2,10,3,2,3,2,2,4,5,3,3,5,7,0,4,2,0,22,4,4,2,3,1,2,0,3,3,7,5,4,6,0,8,1,0,3,5,3,4,1,1,0,3,1,16,1,2,0,3,1,7,3,2,1,2,2,5,7,1,0,3,1,0,1,4,10,8,1,9,0,6,1,3,2,2
hoc_EC,hoc,102,64,43,85,52,31,17,11,25,13,8,18,5,9,19,5,3,21,2,5,41,43,9,10,22,3,4,10,12,25,15,2,27,2,37,20,6,32,1,20,9,16,8,1,11,1,6,14,7,6,11,5,8,8,13,17,17,7,1,0,3,4,3,16,6,4,1,12,6,3,7,8,2,7,3,20,9,3,1,12,15,1,6,3,2,3,0,1,5,3,0,0,2,0,3,3,12,4,4,1,17,3,5,14,3,2,7,4,3,1,11,0,0,0,2,0,0,2,0,0,3
hoc_ED,hoc,29,25,16,32,17,19,10,11,4,4,8,7,9,9,3,3,1,8,4,7,12,16,5,6,7,4,3,7,2,5,5,2,14,4,11,5,8,9,3,14,1,2,3,1,4,3,1,6,12,3,3,4,0,0,6,5,8,0,1,0,4,2,0,2,8,2,0,3,3,0,3,0,0,1,1,3,4,2,1,6,3,1,4,0,1,1,1,0,1,0,6,1,0,0,2,3,6,5,1,1,8,2,3,0,5,1,6,0,3,2,1,2,3,1,0,2,0,1,6,0,2
hoc_EE,hoc,114,86,77,82,60,41,32,30,14,14,17,27,16,22,23,14,17,18,9,20,27,31,17,21,6,16,6,23,11,10,4,8,31,7,30,18,8,28,10,23,9,26,12,13,9,12,15,11,16,9,28,5,17,10,9,13,22,17,2,0,8,3,5,12,15,7,4,11,3,6,4,5,2,6,7,30,13,1,10,11,14,9,16,5,12,9,5,6,7,4,7,1,2,2,4,4,11,13,5,3,18,9,5,12,2,1,10,5,2,4,8,6,8,0,1,3,4,6,4,0,1
hoc_EF,hoc,119,70,65,74,45,46,32,24,13,18,13,25,8,15,17,13,5,22,8,21,18,28,9,13,6,12,7,9,13,10,5,2,25,8,14,24,11,38,10,30,9,25,9,4,13,25,9,23,6,8,37,17,18,18,9,17,18,2,2,1,2,8,7,12,11,10,9,6,4,5,19,12,1,12,5,15,7,2,5,13,16,9,6,1,5,5,1,2,7,5,9,1,4,0,3,3,7,12,8,4,17,14,7,13,5,6,18,12,7,12,8,6,8,2,1,4,2,1,7,0,1
hoc_EG,hoc,70,49,59,43,24,26,15,22,16,5,9,19,6,7,6,6,5,5,3,18,20,26,6,12,29,1,2,2,6,19,19,1,27,2,9,4,3,21,3,6,0,10,0,2,6,9,3,5,9,4,5,4,4,2,4,12,7,1,1,0,2,0,1,13,5,1,2,3,1,2,3,2,0,2,3,12,1,0,3,23,5,1,5,0,1,0,0,0,1,1,9,1,0,0,1,2,1,1,0,0,11,3,5,6,3,2,3,1,3,2,4,2,3,1,3,1,0,1,1,0,0
hoc_EH,hoc,175,167,162,167,114,79,49,49,32,29,23,37,26,30,22,26,13,29,17,31,59,75,31,30,18,11,12,23,17,25,16,11,43,7,36,34,54,53,17,32,10,28,12,3,24,72,10,33,18,13,22,9,17,8,23,22,24,3,2,0,5,3,6,17,20,10,8,14,13,5,12,4,0,9,10,29,13,2,9,37,21,1,7,2,4,9,2,9,8,3,17,2,3,3,11,14,9,11,11,0,32,16,11,17,9,4,13,9,5,5,11,3,42,5,6,29,11,9,26,1,7
hoc_EI,hoc,136,131,104,101,51,52,52,47,19,24,17,34,15,33,18,16,18,23,13,26,33,44,27,23,35,6,12,31,17,33,24,10,40,9,27,23,20,34,15,25,10,12,12,3,18,47,13,19,13,12,17,12,8,5,12,11,19,1,1,1,3,2,6,14,16,9,3,7,13,2,9,6,2,7,4,16,3,2,8,20,17,4,7,1,2,2,1,2,6,3,17,0,0,2,0,3,4,9,4,1,14,18,14,12,7,3,14,10,9,9,13,6,17,4,5,5,6,1,18,0,7
hoc_EJ,hoc,51,39,31,27,21,8,17,12,7,8,5,10,5,4,9,6,3,14,2,7,6,14,7,12,1,9,0,11,2,5,2,1,12,4,7,7,3,22,3,6,8,6,5,6,4,10,3,5,3,2,10,4,10,1,3,9,7,1,2,0,4,4,8,2,4,4,3,3,2,1,6,2,0,8,2,9,3,0,1,4,11,0,3,1,1,3,0,1,4,0,1,1,1,0,0,5,0,4,5,1,6,3,2,1,2,2,6,3,1,2,4,0,1,0,0,3,0,1,1,0,1
hoc_EK,hoc,154,99,99,97,65,46,54,38,24,22,24,43,19,17,32,22,12,27,9,15,28,33,34,23,7,20,11,13,19,13,7,8,20,14,27,18,18,16,18,21,18,17,11,6,15,30,13,16,10,12,19,6,9,23,13,8,12,9,3,0,3,3,6,17,9,11,5,7,3,3,13,6,2,9,7,17,6,2,3,12,9,1,8,4,11,8,0,6,5,6,16,1,1,1,6,6,6,6,15,2,12,22,13,16,6,2,12,6,4,12,10,4,11,3,1,6,4,4,11,1,2
hoc_EL,hoc,51,49,28,32,16,12,16,7,13,11,9,12,8,5,14,4,10,10,3,6,13,32,3,1,8,1,4,8,7,13,4,3,18,4,7,2,1,18,3,1,2,3,5,2,7,4,4,2,0,2,5,1,4,1,3,7,8,0,1,0,1,0,1,8,11,0,4,3,0,1,7,4,1,5,1,8,1,1,2,13,12,2,3,0,2,1,0,1,3,0,0,0,0,0,0,1,1,2,2,1,5,7,1,8,3,3,4,0,1,3,5,0,0,0,0,0,0,1,0,0,1
hoc_EM,hoc,63,61,39,46,38,17,23,17,15,17,18,18,11,14,16,10,9,14,7,14,19,31,7,15,13,9,8,12,9,15,2,9,23,3,17,6,11,19,4,9,4,14,5,3,10,24,5,5,3,5,11,7,4,1,6,5,3,0,0,0,4,1,2,5,6,5,2,3,3,0,13,2,0,6,1,15,3,0,3,18,10,2,3,0,6,0,1,3,3,0,14,0,0,2,0,2,5,9,8,0,6,4,5,4,10,3,4,4,9,2,6,4,7,3,4,7,0,0,11,0,2
hoc_EN,hoc,122,119,98,114,74,67,47,35,21,41,40,37,31,34,19,27,17,21,17,28,30,34,17,21,20,13,14,22,21,28,14,23,46,11,20,17,9,36,9,27,7,32,15,7,19,37,9,19,4,11,25,11,15,16,9,22,37,5,1,0,4,3,11,13,12,8,5,4,8,4,17,5,3,4,4,25,15,4,4,14,13,1,5,0,3,5,0,3,10,3,11,0,2,2,1,7,5,12,12,1,18,14,16,14,5,5,14,14,4,8,13,3,11,4,1,6,2,3,6,2,6
hoc_EO,hoc,40,42,30,34,23,13,8,15,3,10,9,12,3,10,5,0,4,7,2,16,15,15,9,15,4,4,1,9,5,7,3,5,16,1,8,3,9,8,4,6,1,6,2,2,3,13,0,7,2,5,4,3,5,1,4,6,3,1,1,0,2,2,2,5,8,5,1,2,6,1,2,1,0,0,4,7,0,0,1,10,8,3,2,0,3,2,0,0,2,1,3,1,1,0,1,2,4,1,1,1,14,3,4,2,2,0,6,1,2,1,3,3,6,1,0,8,2,1,11,1,2
hoc_EP,hoc,126,111,99,78,65,40,38,40,23,32,18,34,19,31,16,15,16,21,18,28,43,46,24,29,12,7,11,21,19,29,16,15,31,12,30,13,12,40,19,19,5,15,14,3,10,45,12,17,12,13,27,8,17,11,6,24,29,3,1,0,7,4,4,13,14,13,5,15,8,5,15,7,1,7,5,16,19,1,6,20,18,6,8,0,4,1,1,2,9,0,17,3,1,2,4,10,11,10,11,0,24,21,8,12,11,3,17,7,8,12,9,6,15,2,1,9,6,7,15,2,8
hoc_EQ,hoc,62,45,42,45,24,19,20,22,15,4,3,16,6,8,9,6,3,7,6,13,11,12,7,10,10,2,3,9,5,8,6,0,15,2,10,10,14,9,5,11,2,5,0,0,4,24,3,13,3,3,19,9,8,3,1,6,10,14,6,0,2,4,3,9,2,2,9,2,5,14,13,4,5,2,11,7,4,0,3,4,5,1,5,1,4,7,2,6,5,12,7,2,1,1,1,5,5,6,5,3,2,6,0,5,5,7,0,0,3,3,5,3,2,2,1,4,3,2,6,0,8
hoc_ER,hoc,90,60,58,55,42,26,23,22,21,20,16,30,8,22,13,12,7,22,9,17,20,19,9,18,12,14,13,6,13,10,6,9,13,10,11,13,5,11,4,12,13,8,7,4,5,23,14,16,8,10,15,3,9,11,6,7,9,15,1,0,1,5,2,9,4,5,2,10,1,5,15,7,8,5,5,10,3,0,0,6,9,7,9,7,6,8,4,6,6,5,5,2,1,1,7,7,2,8,9,5,12,9,5,8,5,4,8,3,3,5,4,3,6,6,1,2,2,1,12,1,4
hoc_ES,hoc,36,32,25,27,13,10,8,11,5,4,4,3,4,6,6,5,5,7,1,4,10,11,4,3,7,7,2,8,5,10,1,2,11,7,5,5,8,5,2,3,4,5,3,2,4,20,3,5,3,3,6,0,1,0,3,3,1,0,0,0,0,0,0,3,4,2,0,3,2,2,3,2,0,3,1,7,1,0,1,3,1,0,2,2,0,2,0,1,1,4,10,0,0,1,1,2,3,1,1,0,3,1,2,0,3,2,2,1,1,0,5,2,6,2,0,3,4,2,2,2,3
hoc_ET,hoc,21,15,13,10,7,3,4,3,2,0,0,3,1,1,4,2,2,3,2,3,1,4,1,0,7,3,1,6,4,5,2,0,5,5,1,3,1,5,2,6,1,1,0,0,2,2,2,1,0,3,1,1,0,0,1,3,0,2,2,0,1,0,1,2,2,0,0,0,1,1,0,0,0,0,5,2,0,0,2,0,3,0,6,2,2,3,0,0,0,1,1,0,0,3,1,0,2,0,1,0,1,1,0,0,1,0,1,0,2,1,1,0,0,3,0,2,0,0,2,0,2
hoc_EU,hoc,58,49,29,40,27,14,21,11,14,9,8,18,9,16,4,8,3,7,8,11,11,14,4,13,6,4,0,6,5,8,5,3,30,6,10,17,9,13,4,7,5,18,5,3,16,16,6,7,1,4,28,6,4,8,3,8,13,7,1,0,3,5,15,8,4,9,8,7,2,7,10,10,1,11,8,11,2,3,1,11,2,12,12,1,2,2,5,3,9,4,17,0,2,1,2,4,7,9,7,2,8,12,4,7,1,3,9,2,0,9,6,4,4,1,6,6,5,1,5,0,1
hoc_EV,hoc,153,118,109,101,78,47,36,54,26,23,24,45,20,23,11,16,12,19,7,31,36,37,32,23,9,6,11,23,29,23,6,14,35,4,27,16,20,36,11,35,9,30,15,5,15,37,14,26,2,16,46,11,17,20,9,21,23,11,5,1,6,6,8,20,16,10,18,7,5,5,18,6,3,10,6,26,11,4,3,14,17,10,9,4,2,9,4,13,8,5,10,1,2,0,7,7,11,21,5,3,14,21,5,15,3,8,16,3,6,15,21,8,12,1,6,8,3,3,5,2,2
hoc_EW,hoc,51,52,47,37,27,22,28,15,5,9,10,20,8,12,5,7,4,8,7,9,15,23,11,10,13,5,3,3,7,19,11,4,15,5,14,6,12,20,10,7,2,14,1,5,5,36,8,12,3,4,8,3,4,1,5,4,4,0,0,0,4,2,1,1,9,3,2,2,4,3,4,1,0,1,4,14,4,0,1,13,10,1,2,1,3,2,0,2,3,1,9,0,1,1,1,6,3,3,2,1,9,6,4,3,2,0,4,2,1,3,4,1,4,1,1,2,2,1,3,1,5
hoc_EX,hoc,70,61,48,63,37,26,33,33,15,15,15,17,16,13,11,16,6,7,10,22,19,26,19,13,27,7,5,14,13,21,20,9,24,7,24,10,12,30,3,11,3,14,12,3,17,32,2,7,13,8,11,5,5,3,9,14,11,3,0,0,7,1,1,5,8,5,2,3,3,3,5,3,1,2,3,15,6,1,2,11,8,0,0,1,1,1,0,3,1,3,15,0,0,1,2,5,5,7,3,1,9,14,12,8,11,0,7,2,8,11,7,5,4,1,1,6,3,0,9,0,2
hoc_EZ,hoc,40,27,34,32,20,17,6,8,6,4,7,10,4,4,9,5,4,6,3,2,9,8,3,4,5,6,2,10,4,10,2,2,17,7,12,2,8,8,2,9,5,6,3,6,1,9,3,9,4,1,4,3,2,5,2,2,7,0,2,0,0,1,3,3,4,6,3,2,6,0,3,3,0,2,1,5,3,2,1,8,3,1,0,0,1,0,0,0,3,0,6,1,0,0,0,5,5,5,5,2,8,1,2,1,2,0,3,0,1,1,1,3,4,1,0,1,0,2,2,0,0
hoc_FA,hoc,52,26,53,61,32,36,9,4,5,6,9,17,5,4,10,8,0,5,6,6,12,11,4,5,6,4,1,3,8,7,1,2,16,6,10,9,10,18,0,9,2,11,6,2,8,13,2,5,5,9,7,0,4,8,2,7,6,1,0,0,2,0,1,2,7,0,6,2,2,4,7,6,0,4,3,11,4,0,6,8,7,0,3,0,2,1,1,1,2,7,10,0,1,1,0,2,3,4,2,3,13,3,2,2,3,1,4,2,3,0,3,8,8,4,2,0,6,0,4,1,0
hoc_FB,hoc,55,43,31,35,27,11,18,17,18,9,4,22,3,3,2,9,6,5,6,10,7,11,9,9,10,3,3,4,11,9,9,3,17,2,5,13,5,15,8,15,2,7,1,1,14,15,5,7,2,8,12,11,1,16,6,12,8,4,0,0,4,5,6,8,6,3,10,3,3,3,14,3,2,4,5,5,4,1,2,5,2,7,2,2,3,5,0,1,5,1,6,2,2,1,1,2,3,9,6,1,3,6,6,4,4,5,8,1,0,2,7,1,2,0,4,1,0,0,0,0,0
hoc_FC,hoc,138,95,89,92,68,48,47,52,29,26,17,53,14,29,16,20,9,18,14,35,24,41,21,34,25,3,12,19,19,41,18,9,47,2,29,21,18,54,15,19,4,23,10,2,22,47,8,23,9,14,29,9,18,10,10,26,24,3,1,0,11,3,3,16,27,2,12,7,9,4,30,6,1,3,8,37,17,2,4,15,30,5,7,3,6,3,2,3,12,3,10,0,0,1,3,11,11,23,16,3,18,24,13,10,13,8,13,9,8,14,14,10,20,4,1,10,1,0,8,1,5
